timestamp,ticker,title,status,city,date,comparison,threshold_low,threshold_high,predicted_temp_f,std_dev,ai_probability_yes,yes_ask_percent,yes_bid_percent,no_ask_percent,no_bid_percent,last_price_percent,edge,decision,resolved_outcome,pnl_percent
2026-03-19 01:10:07,KXHIGHLAX-26MAR16-B81.5,"Will the **high temp in LA** be 81-82° on Mar 16, 2026?",finalized,Los Angeles,"Mar 16, 2026",between,81.0,82.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:08,KXHIGHLAX-26MAR16-B79.5,"Will the **high temp in LA** be 79-80° on Mar 16, 2026?",finalized,Los Angeles,"Mar 16, 2026",between,79.0,80.0,,,,100.0,0.0,100.0,0.0,2.0,,,NO,
2026-03-19 01:10:08,KXHIGHLAX-26MAR15-T79,"Will the **high temp in LA** be >79° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",greater_than,79.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:08,KXHIGHLAX-26MAR15-T72,"Will the **high temp in LA** be <72° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",less_than,,72.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
2026-03-19 01:10:09,KXHIGHLAX-26MAR15-B78.5,"Will the **high temp in LA** be 78-79° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",between,78.0,79.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:09,KXHIGHLAX-26MAR15-B76.5,"Will the **high temp in LA** be 76-77° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",between,76.0,77.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:10,KXHIGHLAX-26MAR15-B74.5,"Will the **high temp in LA** be 74-75° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",between,74.0,75.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:10,KXHIGHLAX-26MAR15-B72.5,"Will the **high temp in LA** be 72-73° on Mar 15, 2026?",finalized,Los Angeles,"Mar 15, 2026",between,72.0,73.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:10,KXHIGHLAX-26MAR14-T79,"Will the **high temp in LA** be >79° on Mar 14, 2026?",finalized,Los Angeles,"Mar 14, 2026",greater_than,79.0,,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:11,KXHIGHLAX-26MAR14-T72,"Will the **high temp in LA** be <72° on Mar 14, 2026?",finalized,Los Angeles,"Mar 14, 2026",less_than,,72.0,,,,100.0,0.0,100.0,0.0,1.0,,,NO,
2026-03-19 01:10:11,KXHIGHLAX-26MAR14-B78.5,"Will the **high temp in LA** be 78-79° on Mar 14, 2026?",finalized,Los Angeles,"Mar 14, 2026",between,78.0,79.0,,,,100.0,0.0,100.0,0.0,99.0,,,YES,
